date,zone,lon,lat,wind_speed_knots,wave_height_m,sea_surface_temp_c,visibility_km,precipitation_mm
2024-02-15,Malacca Strait,101,3,11.1,1.63,26.8,14.2,0
2024-02-15,South China Sea,110,2,14.1,2.25,29.7,13.1,0
2024-02-15,Java Sea West,108,-6,23.4,1.44,29.8,5.7,0
2024-02-15,Java Sea East,115,-5,19.0,2.64,26.6,10.3,20.2
2024-02-15,Celebes Sea,121,2,15.1,1.92,29.0,15.7,23.4
2024-02-15,Banda Sea,128,-5,11.9,2.58,26.2,4.7,10.9
2024-02-15,Arafura Sea,136,-7,22.9,1.27,27.6,10.1,3.1
2024-02-15,Indian Ocean South,100,-7,25.5,1.89,27.4,13.0,1.9
2024-02-16,Malacca Strait,101,3,11.3,2.41,28.5,11.4,0
2024-02-16,South China Sea,110,2,15.7,2.01,28.5,9.8,0
2024-02-16,Java Sea West,108,-6,23.6,1.67,27.4,9.8,9.2
2024-02-16,Java Sea East,115,-5,16.4,1.9,27.6,12.8,6.2
2024-02-16,Celebes Sea,121,2,10.8,1.49,27.5,9.2,12.7
2024-02-16,Banda Sea,128,-5,25.3,1.25,29.9,8.4,2.9
2024-02-16,Arafura Sea,136,-7,23.6,2.27,28.0,13.0,8.3
2024-02-16,Indian Ocean South,100,-7,20.8,2.14,27.0,10.1,16.2
2024-02-17,Malacca Strait,101,3,12.5,2.53,27.2,12.6,2.7
2024-02-17,South China Sea,110,2,13.9,2.18,27.3,12.4,0
2024-02-17,Java Sea West,108,-6,22.7,3.16,29.8,10.8,11.6
2024-02-17,Java Sea East,115,-5,22.4,2.9,28.8,6.1,5.6
2024-02-17,Celebes Sea,121,2,9.1,2.25,27.6,12.9,11.8
2024-02-17,Banda Sea,128,-5,15.6,2.26,28.2,13.2,2.4
2024-02-17,Arafura Sea,136,-7,19.7,2.66,28.8,12.2,0
2024-02-17,Indian Ocean South,100,-7,17.8,2.12,27.0,7.4,0
2024-02-18,Malacca Strait,101,3,20.2,3.09,27.9,7.1,10.6
2024-02-18,South China Sea,110,2,11.7,2.53,29.2,6.0,18.1
2024-02-18,Java Sea West,108,-6,20.2,2.21,29.1,8.5,0
2024-02-18,Java Sea East,115,-5,28.3,2.71,28.7,6.0,12.9
2024-02-18,Celebes Sea,121,2,12.6,2.97,27.0,6.4,4.4
2024-02-18,Banda Sea,128,-5,17.1,2.22,27.6,10.6,0
2024-02-18,Arafura Sea,136,-7,21.6,2.31,26.4,3.4,15.3
2024-02-18,Indian Ocean South,100,-7,23.5,1.61,27.2,8.0,6.5
2024-02-19,Malacca Strait,101,3,8.8,2.27,28.8,8.9,11.1
2024-02-19,South China Sea,110,2,17.4,3.1,28.6,9.2,0.7
2024-02-19,Java Sea West,108,-6,21.1,3.16,26.6,3.0,0
2024-02-19,Java Sea East,115,-5,18.4,1.96,28.6,9.3,5.8
2024-02-19,Celebes Sea,121,2,14.3,2.8,27.6,9.4,0
2024-02-19,Banda Sea,128,-5,20.4,2.53,26.4,11.3,1.3
2024-02-19,Arafura Sea,136,-7,19.7,2.05,29.5,5.8,3.0
2024-02-19,Indian Ocean South,100,-7,18.9,2.14,27.4,12.3,0
2024-02-20,Malacca Strait,101,3,11.3,2.48,28.5,11.4,7.2
2024-02-20,South China Sea,110,2,12.3,1.86,28.8,6.9,4.4
2024-02-20,Java Sea West,108,-6,19.6,1.84,28.5,8.5,0
2024-02-20,Java Sea East,115,-5,16.7,2.88,26.6,8.7,13.0
2024-02-20,Celebes Sea,121,2,12.7,1.61,26.5,13.1,0
2024-02-20,Banda Sea,128,-5,15.4,2.27,27.7,11.9,0
2024-02-20,Arafura Sea,136,-7,27.0,1.72,27.2,9.4,14.8
2024-02-20,Indian Ocean South,100,-7,17.2,1.88,29.1,8.6,3.8
2024-02-21,Malacca Strait,101,3,12.9,1.12,27.5,10.4,2.9
2024-02-21,South China Sea,110,2,4.3,2.32,26.4,12.4,0
2024-02-21,Java Sea West,108,-6,24.3,1.95,27.4,11.3,0
2024-02-21,Java Sea East,115,-5,20.4,2.77,29.2,7.6,1.1
2024-02-21,Celebes Sea,121,2,11.8,2.43,26.6,10.5,10.2
2024-02-21,Banda Sea,128,-5,18.6,1.79,28.2,7.9,16.2
2024-02-21,Arafura Sea,136,-7,21.4,2.52,29.9,9.4,1.8
2024-02-21,Indian Ocean South,100,-7,23.5,2.29,30.0,11.0,1.9
2024-02-22,Malacca Strait,101,3,12.0,3.27,29.3,10.3,0
2024-02-22,South China Sea,110,2,10.9,2.12,27.7,5.9,8.4
2024-02-22,Java Sea West,108,-6,24.0,3.02,27.1,12.7,2.0
2024-02-22,Java Sea East,115,-5,19.9,2.94,29.1,9.5,0
2024-02-22,Celebes Sea,121,2,11.5,1.95,26.3,7.9,3.8
2024-02-22,Banda Sea,128,-5,20.6,2.37,29.3,7.9,14.0
2024-02-22,Arafura Sea,136,-7,19.3,2.37,28.7,11.3,6.1
2024-02-22,Indian Ocean South,100,-7,20.5,2.71,29.4,9.9,5.1
2024-02-23,Malacca Strait,101,3,13.4,3.37,26.5,9.0,1.2
2024-02-23,South China Sea,110,2,12.3,3.33,27.0,5.5,17.5
2024-02-23,Java Sea West,108,-6,19.0,1.9,28.8,10.4,16.6
2024-02-23,Java Sea East,115,-5,23.4,2.56,26.5,10.7,16.9
2024-02-23,Celebes Sea,121,2,11.1,0.99,30.0,8.6,7.0
2024-02-23,Banda Sea,128,-5,16.4,1.93,26.4,7.6,20.2
2024-02-23,Arafura Sea,136,-7,22.7,1.21,26.5,11.7,4.8
2024-02-23,Indian Ocean South,100,-7,26.3,2.32,27.8,9.3,0
2024-02-24,Malacca Strait,101,3,8.1,1.97,29.4,11.2,6.9
2024-02-24,South China Sea,110,2,10.5,2.47,29.9,9.4,9.0
2024-02-24,Java Sea West,108,-6,24.3,2.11,28.4,5.9,0
2024-02-24,Java Sea East,115,-5,22.5,2.18,27.2,6.4,3.9
2024-02-24,Celebes Sea,121,2,12.7,2.72,29.6,13.4,2.4
2024-02-24,Banda Sea,128,-5,16.0,1.67,28.1,18.7,1.7
2024-02-24,Arafura Sea,136,-7,26.0,3.34,28.3,7.0,14.1
2024-02-24,Indian Ocean South,100,-7,26.9,2.5,26.1,12.1,7.6
2024-02-25,Malacca Strait,101,3,16.9,1.76,28.0,7.6,0
2024-02-25,South China Sea,110,2,12.6,2.0,28.1,8.2,0.7
2024-02-25,Java Sea West,108,-6,19.0,1.95,29.2,7.1,3.2
2024-02-25,Java Sea East,115,-5,22.3,2.06,26.3,8.5,0
2024-02-25,Celebes Sea,121,2,14.2,2.82,27.7,6.1,8.2
2024-02-25,Banda Sea,128,-5,19.7,1.47,26.5,8.8,0
2024-02-25,Arafura Sea,136,-7,25.5,1.64,29.1,9.7,0.2
2024-02-25,Indian Ocean South,100,-7,22.5,1.46,29.5,10.1,3.1
2024-02-26,Malacca Strait,101,3,11.8,2.82,28.8,8.9,3.5
2024-02-26,South China Sea,110,2,10.7,2.45,28.3,8.4,9.5
2024-02-26,Java Sea West,108,-6,16.7,1.44,26.9,9.1,4.9
2024-02-26,Java Sea East,115,-5,20.1,3.13,27.5,14.1,20.0
2024-02-26,Celebes Sea,121,2,6.7,2.57,29.0,7.7,8.4
2024-02-26,Banda Sea,128,-5,19.6,1.89,26.3,7.5,11.8
2024-02-26,Arafura Sea,136,-7,24.3,3.34,29.9,11.1,4.1
2024-02-26,Indian Ocean South,100,-7,20.8,2.76,27.3,9.6,4.7
2024-02-27,Malacca Strait,101,3,9.6,1.7,28.5,6.1,7.4
2024-02-27,South China Sea,110,2,13.3,2.04,29.6,10.1,0
2024-02-27,Java Sea West,108,-6,19.2,1.63,27.4,13.3,0
2024-02-27,Java Sea East,115,-5,24.4,2.93,29.4,9.8,1.3
2024-02-27,Celebes Sea,121,2,13.3,2.64,26.2,14.7,4.8
2024-02-27,Banda Sea,128,-5,25.6,1.34,28.1,9.1,0
2024-02-27,Arafura Sea,136,-7,23.2,3.03,26.5,10.5,2.1
2024-02-27,Indian Ocean South,100,-7,14.9,2.66,26.9,9.8,11.9
2024-02-28,Malacca Strait,101,3,10.5,2.24,27.3,9.8,8.1
2024-02-28,South China Sea,110,2,13.7,1.41,26.6,11.7,12.7
2024-02-28,Java Sea West,108,-6,13.4,1.94,26.8,9.2,10.9
2024-02-28,Java Sea East,115,-5,22.5,2.06,29.3,9.7,2.8
2024-02-28,Celebes Sea,121,2,12.4,2.87,27.0,7.8,12.6
2024-02-28,Banda Sea,128,-5,19.4,3.43,26.1,7.3,10.0
2024-02-28,Arafura Sea,136,-7,22.0,2.96,29.2,10.3,6.0
2024-02-28,Indian Ocean South,100,-7,23.6,2.73,29.3,7.1,13.1
2024-02-29,Malacca Strait,101,3,10.0,2.35,29.3,11.1,5.4
2024-02-29,South China Sea,110,2,11.5,2.91,29.6,11.3,0
2024-02-29,Java Sea West,108,-6,19.2,1.61,28.3,11.3,0
2024-02-29,Java Sea East,115,-5,19.2,1.38,26.9,10.9,11.0
2024-02-29,Celebes Sea,121,2,17.1,2.92,27.0,9.1,12.9
2024-02-29,Banda Sea,128,-5,22.3,2.42,26.5,11.9,20.8
2024-02-29,Arafura Sea,136,-7,18.3,1.89,29.2,15.2,4.1
2024-02-29,Indian Ocean South,100,-7,18.7,1.94,29.7,7.0,4.9
2024-03-01,Malacca Strait,101,3,10.0,1.68,29.1,18.6,13.9
2024-03-01,South China Sea,110,2,18.2,1.41,26.4,8.7,0
2024-03-01,Java Sea West,108,-6,20.7,1.88,26.9,13.1,0
2024-03-01,Java Sea East,115,-5,10.5,1.32,28.4,11.6,0
2024-03-01,Celebes Sea,121,2,9.4,0.13,28.3,8.2,3.0
2024-03-01,Banda Sea,128,-5,9.4,1.52,28.0,11.8,8.1
2024-03-01,Arafura Sea,136,-7,15.6,1.22,26.8,13.3,14.3
2024-03-01,Indian Ocean South,100,-7,11.4,1.53,28.3,14.5,0
2024-03-02,Malacca Strait,101,3,14.2,1.42,29.8,8.9,7.3
2024-03-02,South China Sea,110,2,13.2,1.52,29.2,14.2,2.2
2024-03-02,Java Sea West,108,-6,6.3,0.93,29.1,10.7,15.5
2024-03-02,Java Sea East,115,-5,8.1,0.9,28.9,16.9,0
2024-03-02,Celebes Sea,121,2,10.3,1.58,28.4,16.9,0
2024-03-02,Banda Sea,128,-5,10.4,1.19,29.0,10.6,27.7
2024-03-02,Arafura Sea,136,-7,12.7,1.76,28.6,12.5,0
2024-03-02,Indian Ocean South,100,-7,11.2,1.1,26.4,13.0,5.1
2024-03-03,Malacca Strait,101,3,13.5,1.34,27.5,8.7,3.9
2024-03-03,South China Sea,110,2,7.3,1.12,26.7,15.2,11.9
2024-03-03,Java Sea West,108,-6,10.3,1.02,26.7,6.5,14.2
2024-03-03,Java Sea East,115,-5,13.5,1.74,28.5,9.3,5.2
2024-03-03,Celebes Sea,121,2,13.1,0.82,26.4,10.5,10.0
2024-03-03,Banda Sea,128,-5,10.5,1.14,27.1,10.1,7.5
2024-03-03,Arafura Sea,136,-7,11.9,1.71,27.7,8.8,16.3
2024-03-03,Indian Ocean South,100,-7,12.2,0.99,27.2,15.0,12.6
2024-03-04,Malacca Strait,101,3,4.8,1.15,26.4,8.2,3.6
2024-03-04,South China Sea,110,2,9.3,1.17,27.9,10.4,11.3
2024-03-04,Java Sea West,108,-6,7.6,1.29,27.4,2.3,0
2024-03-04,Java Sea East,115,-5,13.4,0.78,27.7,4.1,1.4
2024-03-04,Celebes Sea,121,2,8.7,1.52,29.6,9.2,0
2024-03-04,Banda Sea,128,-5,9.8,1.07,26.5,10.1,0.1
2024-03-04,Arafura Sea,136,-7,12.5,1.43,27.7,13.2,4.4
2024-03-04,Indian Ocean South,100,-7,13.2,1.1,29.6,11.0,3.5
2024-03-05,Malacca Strait,101,3,8.4,1.33,27.8,13.7,0
2024-03-05,South China Sea,110,2,7.8,1.37,26.6,5.7,0
2024-03-05,Java Sea West,108,-6,10.5,1.49,27.1,7.3,3.4
2024-03-05,Java Sea East,115,-5,5.5,1.14,26.1,9.7,9.4
2024-03-05,Celebes Sea,121,2,16.5,1.51,27.3,10.4,18.2
2024-03-05,Banda Sea,128,-5,17.2,1.59,27.2,9.3,14.1
2024-03-05,Arafura Sea,136,-7,11.9,0.76,29.9,4.7,10.2
2024-03-05,Indian Ocean South,100,-7,7.9,0.98,26.8,12.2,0
2024-03-06,Malacca Strait,101,3,12.6,1.17,26.6,8.7,13.8
2024-03-06,South China Sea,110,2,9.1,1.43,26.8,12.8,0
2024-03-06,Java Sea West,108,-6,13.1,0.93,27.1,11.6,0
2024-03-06,Java Sea East,115,-5,13.4,0.95,28.4,12.7,19.5
2024-03-06,Celebes Sea,121,2,13.6,1.62,29.0,9.1,0
2024-03-06,Banda Sea,128,-5,2.6,0.59,29.4,7.3,0
2024-03-06,Arafura Sea,136,-7,14.3,1.19,29.1,16.6,6.0
2024-03-06,Indian Ocean South,100,-7,12.9,1.29,29.2,7.3,24.6
2024-03-07,Malacca Strait,101,3,8.6,1.33,27.0,5.6,7.5
2024-03-07,South China Sea,110,2,14.2,1.33,28.6,11.6,0
2024-03-07,Java Sea West,108,-6,10.2,1.42,26.3,14.3,4.2
2024-03-07,Java Sea East,115,-5,9.9,0.39,27.2,13.0,16.0
2024-03-07,Celebes Sea,121,2,12.9,1.06,28.6,8.0,0
2024-03-07,Banda Sea,128,-5,10.4,1.91,27.6,14.6,7.8
2024-03-07,Arafura Sea,136,-7,10.0,0.74,28.1,11.4,0
2024-03-07,Indian Ocean South,100,-7,13.9,0.73,29.5,10.6,8.3
2024-03-08,Malacca Strait,101,3,10.3,0.53,26.7,8.8,0
2024-03-08,South China Sea,110,2,8.3,0.83,29.2,8.9,10.4
2024-03-08,Java Sea West,108,-6,3.3,1.59,28.3,11.1,3.9
2024-03-08,Java Sea East,115,-5,13.5,0.98,27.2,15.6,10.2
2024-03-08,Celebes Sea,121,2,5.3,1.17,29.6,7.5,6.8
2024-03-08,Banda Sea,128,-5,6.6,1.46,26.7,9.8,4.4
2024-03-08,Arafura Sea,136,-7,11.6,1.85,28.0,10.1,1.6
2024-03-08,Indian Ocean South,100,-7,4.1,1.75,27.5,11.9,6.3
2024-03-09,Malacca Strait,101,3,7.0,1.32,26.8,8.1,0
2024-03-09,South China Sea,110,2,8.1,1.49,27.5,8.5,2.4
2024-03-09,Java Sea West,108,-6,10.1,1.51,28.4,6.7,19.3
2024-03-09,Java Sea East,115,-5,14.3,0.91,26.8,16.4,0
2024-03-09,Celebes Sea,121,2,9.4,0.83,28.9,8.5,2.4
2024-03-09,Banda Sea,128,-5,15.4,1.46,27.0,9.1,4.5
2024-03-09,Arafura Sea,136,-7,11.6,1.28,28.8,7.5,8.9
2024-03-09,Indian Ocean South,100,-7,12.8,1.56,28.5,8.6,16.2
2024-03-10,Malacca Strait,101,3,9.4,0.92,29.3,13.8,12.8
2024-03-10,South China Sea,110,2,10.0,1.01,26.8,9.7,14.7
2024-03-10,Java Sea West,108,-6,8.6,1.44,28.0,11.8,23.0
2024-03-10,Java Sea East,115,-5,6.2,0.23,29.3,9.2,1.0
2024-03-10,Celebes Sea,121,2,8.1,1.07,27.0,11.1,28.8
2024-03-10,Banda Sea,128,-5,10.7,1.28,26.2,8.6,18.9
2024-03-10,Arafura Sea,136,-7,13.4,1.67,26.2,12.6,0
2024-03-10,Indian Ocean South,100,-7,4.8,1.25,29.5,14.6,13.1
2024-03-11,Malacca Strait,101,3,11.1,1.06,27.5,13.2,0
2024-03-11,South China Sea,110,2,14.1,1.74,26.2,11.7,3.3
2024-03-11,Java Sea West,108,-6,11.1,0.84,26.7,7.9,10.2
2024-03-11,Java Sea East,115,-5,12.4,0.66,26.5,11.3,3.1
2024-03-11,Celebes Sea,121,2,9.5,1.1,28.8,7.8,0
2024-03-11,Banda Sea,128,-5,14.7,1.19,27.4,5.4,3.2
2024-03-11,Arafura Sea,136,-7,8.4,1.61,28.7,5.7,15.1
2024-03-11,Indian Ocean South,100,-7,14.3,1.74,26.6,13.4,0
2024-03-12,Malacca Strait,101,3,9.3,0.87,29.9,12.0,6.8
2024-03-12,South China Sea,110,2,10.9,1.45,29.2,4.4,10.1
2024-03-12,Java Sea West,108,-6,5.4,0.9,26.4,6.7,10.3
2024-03-12,Java Sea East,115,-5,4.7,0.62,27.2,8.0,4.7
2024-03-12,Celebes Sea,121,2,10.0,1.64,26.9,6.3,7.9
2024-03-12,Banda Sea,128,-5,7.9,0.78,26.5,10.1,0
2024-03-12,Arafura Sea,136,-7,11.8,1.41,28.1,9.7,2.7
2024-03-12,Indian Ocean South,100,-7,7.7,0.44,26.4,8.5,1.7
2024-03-13,Malacca Strait,101,3,6.7,1.25,28.9,12.4,10.2
2024-03-13,South China Sea,110,2,7.3,1.2,27.8,5.9,0
2024-03-13,Java Sea West,108,-6,7.6,1.18,29.7,11.8,0
2024-03-13,Java Sea East,115,-5,11.8,1.89,28.9,12.1,10.7
2024-03-13,Celebes Sea,121,2,7.4,1.5,29.9,14.4,0
2024-03-13,Banda Sea,128,-5,12.3,1.51,26.5,6.0,11.5
2024-03-13,Arafura Sea,136,-7,9.2,0.47,28.8,13.9,0.5
2024-03-13,Indian Ocean South,100,-7,8.1,1.57,28.7,14.3,3.6
2024-03-14,Malacca Strait,101,3,10.9,0.95,26.5,7.9,12.3
2024-03-14,South China Sea,110,2,6.0,1.58,29.4,8.7,20.1
2024-03-14,Java Sea West,108,-6,12.9,1.24,28.7,11.5,17.7
2024-03-14,Java Sea East,115,-5,8.6,1.6,28.8,8.6,17.9
2024-03-14,Celebes Sea,121,2,13.0,1.81,29.0,13.3,0
2024-03-14,Banda Sea,128,-5,11.4,0.47,27.2,6.5,0
2024-03-14,Arafura Sea,136,-7,12.1,1.53,28.2,12.3,5.5
2024-03-14,Indian Ocean South,100,-7,14.4,1.01,29.6,8.8,0
2024-03-15,Malacca Strait,101,3,6.9,0.92,29.9,9.5,9.8
2024-03-15,South China Sea,110,2,12.4,1.27,27.5,6.6,9.4
2024-03-15,Java Sea West,108,-6,8.4,1.54,28.8,11.0,8.8
2024-03-15,Java Sea East,115,-5,13.1,0.67,28.6,6.1,5.6
2024-03-15,Celebes Sea,121,2,8.6,1.62,26.7,13.2,8.9
2024-03-15,Banda Sea,128,-5,11.4,1.35,26.9,8.6,11.6
2024-03-15,Arafura Sea,136,-7,0,1.21,29.3,10.4,4.9
2024-03-15,Indian Ocean South,100,-7,14.1,0.92,28.5,14.4,1.9
2024-03-16,Malacca Strait,101,3,12.1,1.43,28.2,8.6,22.2
2024-03-16,South China Sea,110,2,12.3,0.79,26.2,11.6,1.9
2024-03-16,Java Sea West,108,-6,13.8,2.21,28.2,11.1,5.1
2024-03-16,Java Sea East,115,-5,12.8,1.18,26.4,5.5,2.1
2024-03-16,Celebes Sea,121,2,7.6,0.85,29.0,11.9,12.3
2024-03-16,Banda Sea,128,-5,14.4,1.05,28.2,8.1,2.4
2024-03-16,Arafura Sea,136,-7,6.9,0.88,26.1,8.3,0
2024-03-16,Indian Ocean South,100,-7,10.7,0.9,28.8,16.2,13.1
2024-03-17,Malacca Strait,101,3,8.0,1.55,29.1,7.2,8.1
2024-03-17,South China Sea,110,2,9.1,1.15,27.6,11.1,0
2024-03-17,Java Sea West,108,-6,8.9,0.32,29.2,9.6,0
2024-03-17,Java Sea East,115,-5,10.4,1.19,26.0,6.9,0
2024-03-17,Celebes Sea,121,2,11.7,0.39,27.4,6.3,11.0
2024-03-17,Banda Sea,128,-5,11.1,1.49,26.8,12.2,18.0
2024-03-17,Arafura Sea,136,-7,20.2,1.08,27.8,7.6,3.0
2024-03-17,Indian Ocean South,100,-7,7.7,0.54,27.3,13.0,13.4
2024-03-18,Malacca Strait,101,3,10.5,1.14,27.8,8.1,0.4
2024-03-18,South China Sea,110,2,8.6,1.45,27.7,12.3,5.2
2024-03-18,Java Sea West,108,-6,3.6,1.62,26.5,9.3,0
2024-03-18,Java Sea East,115,-5,8.6,1.44,26.7,5.5,0
2024-03-18,Celebes Sea,121,2,9.2,0.86,29.5,11.1,6.5
2024-03-18,Banda Sea,128,-5,12.0,1.28,27.6,4.5,0
2024-03-18,Arafura Sea,136,-7,13.6,1.23,29.1,8.6,9.2
2024-03-18,Indian Ocean South,100,-7,10.2,1.71,28.0,7.2,10.7
2024-03-19,Malacca Strait,101,3,12.1,1.09,26.7,6.8,4.2
2024-03-19,South China Sea,110,2,4.5,0.9,28.9,7.2,5.8
2024-03-19,Java Sea West,108,-6,11.5,1.3,26.2,11.8,21.8
2024-03-19,Java Sea East,115,-5,8.6,1.2,29.9,7.9,16.2
2024-03-19,Celebes Sea,121,2,11.3,1.26,28.2,12.0,15.3
2024-03-19,Banda Sea,128,-5,11.3,1.01,27.5,13.0,0
2024-03-19,Arafura Sea,136,-7,6.0,1.52,28.4,8.4,4.9
2024-03-19,Indian Ocean South,100,-7,7.4,0.7,26.7,6.9,14.7
2024-03-20,Malacca Strait,101,3,10.3,0.54,27.9,8.0,5.7
2024-03-20,South China Sea,110,2,9.5,1.48,28.3,12.2,14.6
2024-03-20,Java Sea West,108,-6,10.3,1.34,26.7,13.9,2.2
2024-03-20,Java Sea East,115,-5,9.4,0.38,27.1,12.8,9.5
2024-03-20,Celebes Sea,121,2,14.7,1.99,28.4,11.5,0
2024-03-20,Banda Sea,128,-5,8.3,1.81,27.4,6.2,8.1
2024-03-20,Arafura Sea,136,-7,10.5,1.24,29.4,6.9,4.8
2024-03-20,Indian Ocean South,100,-7,4.5,0.94,26.2,10.7,0
2024-03-21,Malacca Strait,101,3,11.3,1.48,29.3,14.1,0
2024-03-21,South China Sea,110,2,10.0,1.28,28.1,10.7,19.3
2024-03-21,Java Sea West,108,-6,7.0,0.84,29.0,9.6,1.6
2024-03-21,Java Sea East,115,-5,9.2,1.77,27.1,12.2,0
2024-03-21,Celebes Sea,121,2,9.7,0.99,26.5,14.4,5.5
2024-03-21,Banda Sea,128,-5,9.6,1.19,28.6,9.9,20.7
2024-03-21,Arafura Sea,136,-7,9.0,1.54,29.0,5.5,12.3
2024-03-21,Indian Ocean South,100,-7,7.8,1.02,27.2,7.4,15.4
2024-03-22,Malacca Strait,101,3,8.3,1.06,27.8,9.4,0.5
2024-03-22,South China Sea,110,2,6.9,1.44,28.8,9.5,0.4
2024-03-22,Java Sea West,108,-6,13.3,0.9,29.7,9.0,6.1
2024-03-22,Java Sea East,115,-5,11.8,0.93,29.9,7.3,0
2024-03-22,Celebes Sea,121,2,16.1,1.09,28.6,8.1,7.0
2024-03-22,Banda Sea,128,-5,10.5,1.52,28.4,7.8,4.4
2024-03-22,Arafura Sea,136,-7,8.7,0.84,26.6,15.2,4.7
2024-03-22,Indian Ocean South,100,-7,6.3,0.93,28.9,11.2,6.5
2024-03-23,Malacca Strait,101,3,11.5,1.32,29.9,9.3,15.8
2024-03-23,South China Sea,110,2,6.7,1.44,27.6,10.9,6.9
2024-03-23,Java Sea West,108,-6,11.6,0.85,29.5,11.5,0
2024-03-23,Java Sea East,115,-5,6.0,1.37,29.0,13.2,2.9
2024-03-23,Celebes Sea,121,2,11.3,1.29,26.3,3.6,0
2024-03-23,Banda Sea,128,-5,7.7,1.67,28.1,15.7,5.9
2024-03-23,Arafura Sea,136,-7,6.4,0.38,26.3,13.1,1.2
2024-03-23,Indian Ocean South,100,-7,8.5,2.24,28.7,13.0,0
2024-03-24,Malacca Strait,101,3,10.2,1.24,26.8,10.0,16.1
2024-03-24,South China Sea,110,2,12.6,0.67,28.7,6.1,0
2024-03-24,Java Sea West,108,-6,6.0,0.88,28.0,16.4,3.4
2024-03-24,Java Sea East,115,-5,18.1,1.13,27.1,10.7,15.3
2024-03-24,Celebes Sea,121,2,4.5,1.49,28.0,6.4,12.5
2024-03-24,Banda Sea,128,-5,7.6,1.27,28.8,12.1,5.4
2024-03-24,Arafura Sea,136,-7,8.6,0.91,28.2,10.3,14.0
2024-03-24,Indian Ocean South,100,-7,8.4,1.09,28.8,5.9,16.3
2024-03-25,Malacca Strait,101,3,11.8,1.23,26.9,11.9,8.7
2024-03-25,South China Sea,110,2,7.7,1.26,29.8,13.2,16.7
2024-03-25,Java Sea West,108,-6,14.5,1.18,28.1,9.0,0
2024-03-25,Java Sea East,115,-5,6.4,1.12,28.8,15.1,10.4
2024-03-25,Celebes Sea,121,2,7.3,1.39,27.4,3.5,0
2024-03-25,Banda Sea,128,-5,13.4,1.23,29.9,11.2,14.9
2024-03-25,Arafura Sea,136,-7,11.1,0.66,28.7,5.1,6.0
2024-03-25,Indian Ocean South,100,-7,10.6,1.52,26.6,12.7,17.6
2024-03-26,Malacca Strait,101,3,4.1,1.05,26.3,11.1,9.9
2024-03-26,South China Sea,110,2,8.8,1.46,27.1,4.4,10.4
2024-03-26,Java Sea West,108,-6,12.5,1.2,26.7,14.8,6.9
2024-03-26,Java Sea East,115,-5,10.3,1.44,26.7,10.9,6.8
2024-03-26,Celebes Sea,121,2,14.5,1.29,29.1,12.0,8.1
2024-03-26,Banda Sea,128,-5,10.6,1.15,27.0,9.1,16.0
2024-03-26,Arafura Sea,136,-7,12.9,1.55,29.4,8.4,13.1
2024-03-26,Indian Ocean South,100,-7,11.4,1.55,29.9,9.4,0.3
2024-03-27,Malacca Strait,101,3,7.8,1.01,28.1,8.3,0
2024-03-27,South China Sea,110,2,10.5,0.93,27.5,9.8,11.8
2024-03-27,Java Sea West,108,-6,9.6,1.23,27.9,16.8,5.9
2024-03-27,Java Sea East,115,-5,15.0,1.2,27.2,10.0,6.0
2024-03-27,Celebes Sea,121,2,6.7,1.02,26.7,9.8,0
2024-03-27,Banda Sea,128,-5,7.6,1.11,29.1,14.6,0
2024-03-27,Arafura Sea,136,-7,10.5,0.48,27.7,11.2,1.0
2024-03-27,Indian Ocean South,100,-7,7.4,1.15,28.5,10.2,6.5
2024-03-28,Malacca Strait,101,3,8.7,1.36,27.1,9.0,0
2024-03-28,South China Sea,110,2,6.2,0.93,27.2,13.2,0
2024-03-28,Java Sea West,108,-6,7.1,1.94,29.8,14.9,9.8
2024-03-28,Java Sea East,115,-5,10.3,1.71,29.3,10.7,1.4
2024-03-28,Celebes Sea,121,2,11.5,0.68,29.0,13.3,6.9
2024-03-28,Banda Sea,128,-5,14.5,1.18,28.7,9.0,11.5
2024-03-28,Arafura Sea,136,-7,13.9,0.69,27.0,8.7,0.9
2024-03-28,Indian Ocean South,100,-7,11.8,1.63,28.5,9.2,9.3
2024-03-29,Malacca Strait,101,3,9.2,0.86,26.2,10.7,0
2024-03-29,South China Sea,110,2,11.9,1.19,26.4,4.9,0
2024-03-29,Java Sea West,108,-6,16.0,1.46,28.8,10.4,1.0
2024-03-29,Java Sea East,115,-5,10.1,1.1,29.2,8.2,7.0
2024-03-29,Celebes Sea,121,2,15.0,1.57,27.9,7.7,7.6
2024-03-29,Banda Sea,128,-5,11.9,1.21,28.9,9.1,19.9
2024-03-29,Arafura Sea,136,-7,13.2,1.32,27.2,9.8,12.6
2024-03-29,Indian Ocean South,100,-7,6.6,1.44,26.1,13.2,0
2024-03-30,Malacca Strait,101,3,6.9,1.06,27.5,6.5,3.6
2024-03-30,South China Sea,110,2,8.3,1.68,26.4,8.9,4.6
2024-03-30,Java Sea West,108,-6,12.8,0.76,27.9,13.2,11.1
2024-03-30,Java Sea East,115,-5,6.7,1.25,27.0,7.3,13.1
2024-03-30,Celebes Sea,121,2,9.2,1.88,29.6,14.7,11.9
2024-03-30,Banda Sea,128,-5,11.1,1.13,27.5,8.6,0
2024-03-30,Arafura Sea,136,-7,11.4,0.94,29.8,11.3,4.1
2024-03-30,Indian Ocean South,100,-7,12.3,1.57,27.0,8.7,1.4
2024-03-31,Malacca Strait,101,3,14.4,1.4,27.4,5.7,8.0
