id,date_gmt,time_gmt,lon,lat,quality_flag,radiance,zone
1244,20240221,1451,103.0069,3.7817,2,2.115,Malacca Strait
1245,20240818,1254,110.9445,-6.3314,1,23.744,Java Sea
1246,20240727,2047,114.7733,-4.2579,3,20.093,Java Sea
1247,20240522,0857,103.2576,-6.4622,1,39.859,Indian Ocean
1248,20240702,0050,100.9662,3.7006,1,19.033,Malacca Strait
1249,20240606,1815,115.3803,0.5997,10,28.009,South China Sea
1250,20240126,1840,102.4651,2.18,1,19.825,Malacca Strait
1251,20240314,0751,135.8218,-7.7275,1,6.753,Arafura Sea
1252,20241109,1720,112.0385,-5.824,1,10.586,Java Sea
1253,20241005,0034,111.0619,-5.1133,2,46.069,Java Sea
1254,20240315,2022,110.6768,-4.773,2,9.734,Java Sea
1255,20240424,1242,134.5523,-8.2247,3,3.062,Arafura Sea
1256,20241028,0359,109.0064,-6.9306,1,29.997,Java Sea
1257,20240203,1558,109.9772,-4.3162,8,41.997,Java Sea
1258,20240216,2043,101.9641,1.0659,1,21.285,Malacca Strait
1259,20240306,0911,113.702,-0.2947,1,33.153,South China Sea
1260,20240612,1538,123.274,-1.2968,10,27.551,Celebes Sea
1261,20240420,0033,113.1919,-4.2203,2,25.831,Java Sea
1262,20240401,1005,114.0681,-6.6556,1,36.523,Java Sea
1263,20240212,2218,99.1407,-6.5921,2,23.619,Indian Ocean
1264,20240409,0554,111.9246,2.6781,1,44.422,South China Sea
1265,20241010,0546,110.7498,-5.2491,3,24.648,Java Sea
1266,20240620,0327,111.8136,1.4825,2,10.386,South China Sea
1267,20240806,0116,103.5916,3.458,10,29.55,Malacca Strait
1268,20240912,1211,113.7868,-5.0647,1,40.548,Java Sea
1269,20240422,1149,100.7437,1.736,1,16.065,Malacca Strait
1270,20240415,1857,112.818,-4.8496,3,12.016,Java Sea
1271,20240404,1738,109.9853,-6.3635,1,47.34,Java Sea
1272,20241114,2120,114.0421,0.4437,3,40.763,South China Sea
1273,20240109,1328,108.3476,-5.5182,1,8.971,Java Sea
1274,20240501,2036,101.5314,2.7292,3,49.404,Malacca Strait
1275,20240702,1702,99.2749,-4.7918,8,17.201,Indian Ocean
1276,20240724,0948,111.2893,-4.5104,1,17.618,Java Sea
1277,20240113,0929,113.4223,-5.5185,2,24.92,Java Sea
1278,20241004,0052,123.5524,3.0585,1,1.015,Celebes Sea
1279,20240708,0546,110.26,-4.9372,1,45.163,Java Sea
1280,20241228,0150,103.6115,3.9687,1,2.632,Malacca Strait
1281,20241220,1210,110.13,-6.2088,1,46.28,Java Sea
1282,20240325,1857,119.5995,-0.084,8,20.958,Celebes Sea
1283,20241016,2117,100.4895,2.5828,1,16.435,Malacca Strait
1284,20240523,0253,134.5808,-7.9448,1,43.707,Arafura Sea
1285,20240203,1500,138.1469,-8.1764,1,33.69,Arafura Sea
1286,20240607,1832,101.5402,2.4629,3,42.994,Malacca Strait
1287,20240328,1608,135.1828,-7.1839,1,11.33,Arafura Sea
1288,20240907,1217,103.9003,3.6036,1,21.443,Malacca Strait
1289,20240205,1447,139.6605,-6.691,8,5.955,Arafura Sea
1290,20240822,1616,111.2259,-6.1997,1,6.357,Java Sea
1291,20240717,1303,120.7721,-0.7276,2,22.346,Celebes Sea
1292,20240707,0911,100.1965,2.1476,1,29.905,Malacca Strait
1293,20241102,2007,121.4681,0.6014,1,11.369,Celebes Sea
1294,20240218,0356,108.2498,-6.2015,1,31.201,Java Sea
1295,20241227,2213,135.7434,-8.5948,1,8.966,Arafura Sea
1296,20240524,0032,112.4583,-4.8824,1,45.435,Java Sea
1297,20241208,0504,122.6955,3.1154,1,8.749,Celebes Sea
1298,20241116,1311,101.8209,3.8867,1,48.731,Malacca Strait
1299,20240120,1137,109.5365,1.5616,10,0.55,South China Sea
1300,20240119,2153,112.2531,-2.7289,10,11.8,South China Sea
1301,20240210,2331,122.775,2.6515,1,36.873,Celebes Sea
1302,20240615,0019,99.0587,-6.5675,8,35.653,Indian Ocean
1303,20241016,0333,114.9707,2.1417,1,36.547,South China Sea
1304,20241105,1115,114.8505,-4.4312,1,29.09,Java Sea
1305,20240207,1217,136.015,-8.1748,2,43.919,Arafura Sea
1306,20240906,0822,139.2945,-7.2029,8,44.456,Arafura Sea
1307,20240507,0144,101.6692,3.9818,2,17.492,Malacca Strait
1308,20240610,0331,121.1673,0.7302,10,46.398,Celebes Sea
1309,20240520,1719,112.7665,-5.4304,2,24.598,Java Sea
1310,20240410,1831,110.0631,-5.6384,1,15.638,Java Sea
1311,20240505,1150,102.641,1.0019,8,43.021,Malacca Strait
1312,20240223,0846,138.3822,-8.3799,1,10.238,Arafura Sea
1313,20240812,0740,119.4036,-0.6869,8,19.619,Celebes Sea
1314,20240520,0927,103.6167,3.6791,1,34.107,Malacca Strait
1315,20240409,0412,102.3127,3.05,1,15.403,Malacca Strait
1316,20240906,1253,111.9667,-5.115,3,22.126,Java Sea
1317,20241123,1127,111.0933,-6.0602,1,23.594,Java Sea
1318,20240125,1308,100.6903,-4.4372,1,30.953,Indian Ocean
1319,20240320,1756,100.9706,2.5366,8,15.02,Malacca Strait
1320,20240115,1603,135.7486,-7.3882,1,4.691,Arafura Sea
1321,20241004,0944,114.9032,-6.6789,2,16.9,Java Sea
1322,20241223,0133,113.1833,-4.9768,3,7.636,Java Sea
1323,20241121,0419,136.4671,-8.1058,1,36.098,Arafura Sea
1324,20240404,0238,103.4449,-5.8817,1,44.055,Indian Ocean
1325,20240127,1603,120.236,-1.3784,1,46.339,Celebes Sea
1326,20240427,1739,111.386,-6.4479,1,34.225,Java Sea
1327,20241101,0547,113.5544,-0.4059,1,33.045,South China Sea
1328,20240816,0906,113.1917,-5.36,1,47.975,Java Sea
1329,20241226,0352,102.6708,2.1736,1,21.529,Malacca Strait
1330,20240119,0941,111.1996,-5.3074,1,44.714,Java Sea
1331,20240315,2300,119.2132,3.4424,1,49.097,Celebes Sea
1332,20240623,1604,103.4234,2.5096,1,9.138,Malacca Strait
1333,20240823,0448,112.5915,-5.3106,1,33.093,Java Sea
1334,20240813,1511,97.5457,-4.8034,2,29.014,Indian Ocean
1335,20240323,1037,103.2032,-6.3728,2,17.731,Indian Ocean
1336,20241206,0706,121.0189,-1.7304,1,25.222,Celebes Sea
1337,20241226,0756,135.2656,-8.0739,1,9.113,Arafura Sea
1338,20240202,1902,114.8023,-0.4797,1,42.417,South China Sea
1339,20240106,1028,113.3435,-5.1804,1,19.193,Java Sea
1340,20240516,1414,101.5902,-8.0013,2,10.459,Indian Ocean
1341,20240403,1842,113.6969,-4.574,1,5.262,Java Sea
1342,20240719,1721,108.9839,-6.9843,8,9.673,Java Sea
1343,20240807,0630,139.3769,-6.4311,2,25.292,Arafura Sea
1344,20240215,1355,103.599,3.5603,2,4.008,Malacca Strait
1345,20240216,0734,113.4767,-6.1053,1,16.881,Java Sea
1346,20240513,2255,114.5843,-4.2332,1,43.638,Java Sea
1347,20240920,1639,97.5982,-6.1232,1,3.304,Indian Ocean
1348,20240521,0026,133.7761,-7.1161,1,13.414,Arafura Sea
1349,20240927,2348,103.0589,1.4179,1,33.335,Malacca Strait
1350,20241020,2251,110.1206,-2.5625,8,2.25,South China Sea
1351,20241003,1708,104.5993,-6.0093,1,13.89,Indian Ocean
1352,20241112,1350,108.2492,-5.4772,1,42.567,Java Sea
1353,20240418,1943,97.1715,-8.7232,8,34.338,Indian Ocean
1354,20240723,0427,111.3752,-5.8386,1,27.702,Java Sea
1355,20240612,0658,108.8259,-5.153,1,3.367,Java Sea
1356,20241225,1751,112.1203,-6.3186,2,1.237,Java Sea
1357,20240315,0520,138.6884,-8.6936,1,17.809,Arafura Sea
1358,20241013,1542,134.7097,-7.8303,2,4.302,Arafura Sea
1359,20241227,1154,111.8055,-5.5152,8,11.404,Java Sea
1360,20240528,2057,139.59,-5.8792,1,13.743,Arafura Sea
1361,20240723,1905,136.5241,-8.784,1,10.576,Arafura Sea
1362,20241218,0646,114.8316,-6.3084,1,40.911,Java Sea
1363,20241125,1401,114.8454,-4.905,10,25.196,Java Sea
1364,20240202,0824,109.9458,-5.8475,8,25.02,Java Sea
1365,20240413,0534,111.462,-2.7335,2,3.087,South China Sea
1366,20240120,1058,102.1662,2.0434,8,13.495,Malacca Strait
1367,20241227,1927,134.5158,-8.8906,1,39.239,Arafura Sea
1368,20240913,2318,103.0192,-4.963,8,42.996,Indian Ocean
1369,20241025,1624,100.708,-6.137,1,23.633,Indian Ocean
1370,20240526,2105,98.9058,-4.4614,10,49.941,Indian Ocean
1371,20240120,0842,135.0708,-6.7157,1,12.9,Arafura Sea
1372,20240519,2116,138.4009,-8.9506,1,42.456,Arafura Sea
1373,20240112,1535,100.0691,1.0266,2,11.283,Malacca Strait
1374,20241018,1028,114.5718,-6.1707,10,9.4,Java Sea
1375,20240308,2055,134.933,-5.5238,1,31.088,Arafura Sea
1376,20241117,1402,108.8011,-6.8845,2,27.894,Java Sea
1377,20240501,2154,114.6619,-4.0241,8,17.99,Java Sea
1378,20240217,1404,137.2041,-7.6011,1,12.23,Arafura Sea
1379,20240703,2018,101.4854,3.4681,1,7.582,Malacca Strait
1380,20240721,1118,103.1527,2.005,1,31.285,Malacca Strait
1381,20241001,0351,108.3123,-4.2091,2,15.999,Java Sea
1382,20241212,0637,138.1943,-5.8661,1,2.114,Arafura Sea
1383,20240203,0736,135.6676,-5.0087,2,31.701,Arafura Sea
1384,20240926,0142,136.7728,-8.515,2,26.46,Arafura Sea
1385,20240508,1049,101.0767,3.508,1,48.885,Malacca Strait
1386,20241208,1456,110.2037,-4.0828,3,20.791,Java Sea
1387,20240621,1528,111.9232,-6.7707,2,39.422,Java Sea
1388,20240908,1342,113.7947,-4.0398,2,7.338,Java Sea
1389,20240214,1309,110.0082,-6.0585,2,29.013,Java Sea
1390,20240801,0516,122.8632,3.3992,1,38.393,Celebes Sea
1391,20240127,1310,136.289,-8.596,1,49.502,Arafura Sea
1392,20240712,0435,114.0682,-4.2441,1,12.451,Java Sea
1393,20240619,1946,110.3577,-4.5259,2,2.739,Java Sea
1394,20240721,1427,135.4847,-7.2044,3,14.82,Arafura Sea
1395,20241027,1657,100.5384,1.5504,1,0.885,Malacca Strait
1396,20240615,0537,122.3695,0.7212,2,14.325,Celebes Sea
1397,20240119,1637,134.6258,-7.0268,8,25.657,Arafura Sea
1398,20240305,0147,99.2821,-7.0797,8,44.178,Indian Ocean
1399,20241011,0310,136.0138,-7.887,1,6.368,Arafura Sea
1400,20240509,1959,111.0724,-4.344,3,11.968,Java Sea
1401,20240925,0557,108.6718,-5.3435,1,2.467,Java Sea
1402,20240827,0018,112.8412,-1.8292,1,47.119,South China Sea
1403,20240810,0358,122.6604,1.1254,3,42.315,Celebes Sea
1404,20240309,2322,101.7291,1.7892,2,40.28,Malacca Strait
1405,20240317,1040,134.5571,-8.7026,1,36.908,Arafura Sea
1406,20240114,0350,133.5186,-6.2482,8,26.304,Arafura Sea
1407,20241102,2015,111.9072,-4.4871,2,7.275,Java Sea
1408,20240516,0411,103.7726,3.02,1,36.811,Malacca Strait
1409,20240928,2300,109.39,-4.3724,3,21.999,Java Sea
1410,20240114,2224,102.4449,3.13,1,31.736,Malacca Strait
1411,20240310,0742,110.4409,-5.4086,8,24.51,Java Sea
1412,20240810,0356,135.7455,-7.5715,1,44.893,Arafura Sea
1413,20240422,1329,135.9372,-7.2113,1,47.838,Arafura Sea
1414,20240325,1555,135.4331,-7.4076,8,24.714,Arafura Sea
1415,20240907,1349,100.9394,1.8728,1,16.498,Malacca Strait
1416,20240713,0817,135.8786,-5.7639,8,24.533,Arafura Sea
1417,20240814,0710,112.4539,-6.8631,2,27.033,Java Sea
1418,20241011,0401,133.7722,-5.127,2,47.539,Arafura Sea
1419,20240612,1703,110.6543,-4.6587,1,26.173,Java Sea
1420,20240913,2251,100.7938,1.471,1,8.49,Malacca Strait
1421,20240401,0148,101.6536,2.6589,8,47.048,Malacca Strait
1422,20240310,0940,110.7856,-5.5453,1,38.734,Java Sea
1423,20240721,1247,109.9072,-6.6291,1,43.893,Java Sea
1424,20241225,2300,108.6887,0.0271,1,37.261,South China Sea
1425,20241026,1238,123.5949,-1.4267,1,43.036,Celebes Sea
1426,20240509,1416,135.9761,-6.0261,1,48.478,Arafura Sea
1427,20240414,1718,120.8829,0.5772,1,45.429,Celebes Sea
1428,20240824,1248,120.2231,-1.8967,10,27.556,Celebes Sea
1429,20240725,0730,109.5684,-4.0744,1,28.376,Java Sea
1430,20240204,1755,120.6622,2.8581,1,47.134,Celebes Sea
1431,20240817,2348,119.4194,0.4192,8,12.005,Celebes Sea
1432,20240627,0444,134.7642,-7.7542,1,28.483,Arafura Sea
1433,20240926,1520,100.0223,3.0712,2,47.994,Malacca Strait
1434,20240928,2305,111.2296,-5.551,10,46.101,Java Sea
1435,20240106,1610,100.31,1.3818,3,10.27,Malacca Strait
1436,20240806,2031,109.023,2.313,8,7.423,South China Sea
1437,20240214,0956,111.7633,-2.9444,3,33.996,South China Sea
1438,20241106,0443,122.0755,0.2298,1,10.621,Celebes Sea
1439,20240516,1421,122.5724,1.1163,1,46.39,Celebes Sea
1440,20240923,1526,138.9668,-8.4586,1,9.372,Arafura Sea
1441,20241207,0634,103.9732,1.0168,2,23.2,Malacca Strait
1442,20240212,2014,112.3748,-5.2166,2,17.575,Java Sea
1443,20240719,2339,109.3485,-6.1474,1,38.466,Java Sea
1444,20240403,1846,101.4889,-5.792,1,11.214,Indian Ocean
1445,20240919,2021,111.9456,-6.6199,3,28.995,Java Sea
1446,20241228,1930,113.443,2.8,2,10.861,South China Sea
1447,20241005,0455,109.6228,-6.3507,1,0.512,Java Sea
1448,20240814,2119,114.7889,-6.5891,1,25.269,Java Sea
1449,20240723,1553,111.921,-5.8681,1,26.338,Java Sea
1450,20240321,0853,123.4164,3.0531,3,22.144,Celebes Sea
1451,20240218,1311,102.7804,1.7516,2,1.752,Malacca Strait
1452,20241214,0656,101.8643,3.0101,2,49.896,Malacca Strait
1453,20241201,0633,100.0597,-8.105,1,10.147,Indian Ocean
1454,20240517,0002,120.6423,3.4662,2,32.537,Celebes Sea
1455,20241209,0836,120.9915,3.9744,2,41.255,Celebes Sea
1456,20241115,1547,116.3482,2.9834,1,43.809,South China Sea
1457,20240120,2247,138.652,-8.8472,1,9.257,Arafura Sea
1458,20240202,1403,108.7454,2.0044,2,16.055,South China Sea
1459,20241120,2353,110.4973,2.1155,1,33.764,South China Sea
1460,20241024,1142,116.0796,-1.9847,2,20.457,South China Sea
1461,20240905,2311,114.0268,-2.6103,1,22.448,South China Sea
1462,20240321,2300,109.3908,-5.4836,8,15.903,Java Sea
1463,20241203,1805,119.5886,0.7975,8,6.255,Celebes Sea
1464,20241021,0050,113.1069,-6.443,3,1.017,Java Sea
1465,20240410,2157,121.3017,3.2632,2,43.297,Celebes Sea
1466,20240723,0908,138.1668,-7.7581,1,28.469,Arafura Sea
1467,20240406,0928,103.3411,1.8184,1,13.595,Malacca Strait
1468,20241117,1443,102.3148,2.0466,8,41.671,Malacca Strait
1469,20240919,0627,113.8431,-5.843,10,17.673,Java Sea
1470,20241217,1750,115.1664,-1.7553,8,13.813,South China Sea
1471,20240502,0340,120.0536,-0.6905,2,9.728,Celebes Sea
1472,20240722,1820,112.1077,-5.8832,8,35.214,Java Sea
1473,20240716,1057,123.3466,-1.9526,1,5.46,Celebes Sea
1474,20240325,0039,99.4502,-6.6658,1,23.094,Indian Ocean
1475,20240409,2321,121.1748,0.396,1,24.387,Celebes Sea
1476,20240425,1627,100.1605,3.787,1,38.817,Malacca Strait
1477,20240906,0944,100.206,-8.8572,8,47.171,Indian Ocean
1478,20240322,1003,114.807,-4.7444,3,48.531,Java Sea
1479,20240813,0542,103.0633,3.4045,1,7.801,Malacca Strait
1480,20240428,0646,110.7115,-2.5177,1,12.614,South China Sea
1481,20240806,1135,138.9197,-7.503,1,34.496,Arafura Sea
1482,20240823,0706,139.3898,-6.3263,3,19.685,Arafura Sea
1483,20240610,2127,103.741,2.1997,3,30.048,Malacca Strait
1484,20241001,0711,120.7343,2.0193,8,38.508,Celebes Sea
1485,20241020,1241,101.3594,3.4697,8,11.889,Malacca Strait
1486,20240211,1227,100.177,1.9058,2,7.962,Malacca Strait
1487,20240514,0543,102.7011,2.442,1,26.109,Malacca Strait
1488,20241204,2051,113.6436,-5.9611,8,40.442,Java Sea
1489,20241115,0042,108.9012,-5.4791,1,20.384,Java Sea
1490,20241104,1958,135.1207,-7.9654,8,22.788,Arafura Sea
1491,20240912,0327,101.8942,2.0052,3,26.82,Malacca Strait
1492,20240623,1832,102.6989,1.4512,1,40.735,Malacca Strait
1493,20240502,0329,136.1849,-8.8058,8,18.672,Arafura Sea
1494,20240622,0901,114.1775,-1.486,3,27.366,South China Sea
1495,20240610,2007,110.4982,-6.9474,1,18.184,Java Sea
1496,20240218,0309,113.1708,-6.2541,1,31.83,Java Sea
1497,20241220,0757,101.0988,3.9156,8,41.828,Malacca Strait
1498,20240211,1138,136.6649,-7.1663,1,48.854,Arafura Sea
1499,20241203,1047,123.4102,0.2915,8,15.448,Celebes Sea
1500,20241221,2353,100.7357,3.2403,8,45.661,Malacca Strait
1501,20240520,1650,103.3492,-6.1455,2,12.566,Indian Ocean
1502,20240709,2311,135.6197,-7.1083,2,14.204,Arafura Sea
1503,20241110,0813,137.2324,-5.361,1,1.427,Arafura Sea
1504,20241026,2014,100.5191,1.8012,1,11.629,Malacca Strait
1505,20241223,1937,134.5474,-6.5545,8,21.328,Arafura Sea
1506,20240901,1022,121.7073,0.8536,1,41.22,Celebes Sea
1507,20240923,0516,113.9805,-5.5031,2,20.445,Java Sea
1508,20240818,1147,136.9992,-8.6856,1,49.251,Arafura Sea
1509,20241115,0037,101.1673,1.946,1,8.753,Malacca Strait
1510,20240125,0931,101.7261,3.9875,2,49.489,Malacca Strait
1511,20240204,1207,102.1504,2.1353,1,28.752,Malacca Strait
1512,20241213,1748,109.1138,-4.6674,1,11.279,Java Sea
1513,20241104,2140,99.231,-5.1475,8,38.207,Indian Ocean
1514,20240716,1459,102.1425,2.1765,1,22.748,Malacca Strait
1515,20240927,1041,98.421,-7.558,3,9.027,Indian Ocean
1516,20240714,0639,100.0668,-5.7345,2,11.598,Indian Ocean
1517,20241024,1320,121.5168,-1.517,8,30.686,Celebes Sea
1518,20240601,2350,112.3785,-4.9469,2,32.879,Java Sea
1519,20240315,1115,123.3172,3.1019,3,9.173,Celebes Sea
1520,20240503,0029,104.3711,-7.3864,1,23.23,Indian Ocean
1521,20240315,1651,136.1056,-8.0325,2,30.398,Arafura Sea
1522,20240824,0202,103.6806,1.4778,1,34.26,Malacca Strait
1523,20240703,1356,102.0791,2.4106,10,35.941,Malacca Strait
1524,20240923,0052,113.4362,-5.0587,1,36.439,Java Sea
1525,20240112,1232,110.7888,-4.5331,3,31.649,Java Sea
1526,20240525,1807,103.1497,1.3109,3,36.239,Malacca Strait
1527,20240426,1506,102.6261,1.4259,1,16.836,Malacca Strait
1528,20240425,0844,136.2077,-6.1637,1,22.511,Arafura Sea
1529,20241002,0418,137.8969,-6.7271,1,1.784,Arafura Sea
1530,20240523,0519,113.0719,1.2828,2,24.027,South China Sea
1531,20241205,0454,101.1795,3.2312,2,19.519,Malacca Strait
1532,20240505,1823,119.14,-0.73,1,36.196,Celebes Sea
1533,20241006,1137,139.9728,-7.3766,2,42.704,Arafura Sea
1534,20240821,0530,101.4975,3.5962,8,9.182,Malacca Strait
1535,20240608,0909,108.1281,2.6817,1,14.277,South China Sea
1536,20240616,1440,138.5249,-6.4,2,45.362,Arafura Sea
1537,20240908,2342,115.6117,1.6985,1,2.126,South China Sea
1538,20240518,1734,123.7601,1.0445,8,43.694,Celebes Sea
1539,20240408,0811,97.4478,-6.1665,3,34.64,Indian Ocean
1540,20240806,0117,134.7156,-6.2415,10,27.823,Arafura Sea
1541,20240205,1613,109.3301,-4.5079,1,11.766,Java Sea
1542,20240926,0140,121.9064,0.7856,1,4.116,Celebes Sea
1543,20240218,1831,101.7676,2.4281,1,15.348,Malacca Strait
1544,20241215,2051,111.0083,-4.285,1,31.929,Java Sea
1545,20240720,0811,139.9457,-7.993,1,16.768,Arafura Sea
1546,20240528,1717,101.135,2.9358,1,34.053,Malacca Strait
1547,20240316,0032,122.1296,-1.3312,1,23.79,Celebes Sea
1548,20240504,1443,108.4589,-5.704,1,27.16,Java Sea
1549,20240410,1649,113.4515,-4.7114,1,26.755,Java Sea
1550,20241022,0412,110.1004,-5.1714,1,38.437,Java Sea
1551,20240311,1641,138.9665,-6.5595,10,29.964,Arafura Sea
1552,20240516,0919,102.9059,1.6862,1,17.019,Malacca Strait
1553,20240719,1200,102.9809,2.3491,3,38.23,Malacca Strait
1554,20240315,0845,103.8747,2.0608,1,10.51,Malacca Strait
1555,20240111,1320,134.7915,-5.6698,3,28.124,Arafura Sea
1556,20240828,0815,138.5823,-6.5298,1,8.441,Arafura Sea
1557,20240125,2158,139.5905,-6.6282,1,35.471,Arafura Sea
1558,20240104,0117,114.9085,-5.2417,2,27.126,Java Sea
1559,20241203,1046,101.1369,2.4155,10,20.982,Malacca Strait
1560,20240418,0220,109.0529,-6.1034,1,28.85,Java Sea
1561,20240523,0049,134.825,-6.8759,1,3.866,Arafura Sea
1562,20240625,1413,137.9798,-7.7442,3,9.615,Arafura Sea
1563,20241123,0847,101.8432,1.999,1,46.668,Malacca Strait
1564,20240826,0103,112.4957,-5.718,8,45.693,Java Sea
1565,20240117,1031,119.081,0.6232,3,14.491,Celebes Sea
1566,20240218,0351,100.2684,1.2267,2,25.918,Malacca Strait
1567,20241107,0227,113.1653,-0.1893,3,40.979,South China Sea
1568,20240321,1041,103.5574,3.983,1,28.974,Malacca Strait
1569,20240701,1200,103.1245,3.2184,2,31.373,Malacca Strait
1570,20240309,0749,100.0342,1.9672,2,16.668,Malacca Strait
1571,20241012,2209,102.6616,3.3098,8,9.848,Malacca Strait
1572,20240920,0134,110.1594,-6.6973,3,17.752,Java Sea
1573,20241107,0627,114.0939,-4.2146,1,49.555,Java Sea
1574,20240105,1424,114.4391,-4.683,1,1.758,Java Sea
1575,20240115,1413,115.6877,-1.7485,1,38.664,South China Sea
1576,20240919,2310,119.6232,3.8155,2,37.952,Celebes Sea
1577,20241211,1305,111.4238,-5.1855,1,40.09,Java Sea
1578,20240801,0026,101.0211,1.336,1,20.315,Malacca Strait
1579,20240214,2044,111.1921,2.6744,1,4.68,South China Sea
1580,20240524,2002,120.9484,0.8282,8,7.466,Celebes Sea
1581,20240305,2202,111.9521,-6.6162,1,3.528,Java Sea
1582,20240620,1326,115.7971,0.9657,8,9.035,South China Sea
1583,20241106,1107,104.7224,-5.2902,8,39.435,Indian Ocean
1584,20240627,0801,109.4285,-5.789,2,39.272,Java Sea
1585,20240314,0148,103.5553,1.1027,2,30.126,Malacca Strait
1586,20240403,1307,119.7909,-1.9104,10,48.452,Celebes Sea
1587,20240805,1900,101.6603,3.6944,8,15.916,Malacca Strait
1588,20241118,1142,103.6115,1.3846,10,35.958,Malacca Strait
1589,20240405,0751,102.9949,3.5559,2,47.143,Malacca Strait
1590,20240710,1914,108.5753,-6.7156,1,12.908,Java Sea
1591,20240822,1836,135.1078,-6.1582,2,49.388,Arafura Sea
1592,20240622,0459,114.2967,-6.0162,2,42.612,Java Sea
1593,20240406,0002,138.5984,-6.4725,1,41.851,Arafura Sea
1594,20240816,1155,110.7773,-6.9649,1,40.941,Java Sea
1595,20241009,1747,121.2605,-0.711,1,14.326,Celebes Sea
1596,20240309,1031,139.4672,-7.651,8,38.714,Arafura Sea
1597,20240909,0227,100.386,3.5686,3,32.293,Malacca Strait
1598,20240827,0345,98.0098,-7.8644,1,15.138,Indian Ocean
1599,20240228,1652,110.7633,-0.383,1,47.092,South China Sea
1600,20240425,0047,98.559,-4.7999,1,18.02,Indian Ocean
1601,20240902,1714,119.7589,3.1596,1,34.838,Celebes Sea
1602,20241106,2039,98.334,-8.2063,2,11.7,Indian Ocean
1603,20241014,0625,102.7287,-6.2959,1,15.177,Indian Ocean
1604,20240811,0419,104.7761,-4.5313,3,0.518,Indian Ocean
1605,20241220,1903,111.8903,-6.0652,10,37.881,Java Sea
1606,20240413,0525,111.3665,-6.5192,2,29.775,Java Sea
1607,20240505,1247,110.4529,-6.3211,1,29.504,Java Sea
1608,20240525,1007,134.4408,-8.4304,1,26.271,Arafura Sea
1609,20240422,1407,122.8583,1.5907,1,27.292,Celebes Sea
1610,20241211,0802,119.7684,3.2814,8,19.384,Celebes Sea
1611,20241006,2250,109.0155,-0.2008,2,24.622,South China Sea
1612,20241220,1915,111.6599,-6.7343,8,43.533,Java Sea
1613,20240702,2049,138.857,-5.147,1,14.37,Arafura Sea
1614,20240911,1316,134.9311,-7.9933,2,49.163,Arafura Sea
1615,20240419,1527,108.7079,-4.582,1,33.449,Java Sea
1616,20240920,1833,113.4665,-4.8744,1,43.584,Java Sea
1617,20241104,1848,133.2947,-8.5688,1,12.311,Arafura Sea
1618,20240723,2341,122.5465,1.6228,1,39.513,Celebes Sea
1619,20240727,2027,113.1601,0.1366,3,33.619,South China Sea
1620,20240604,0951,111.9685,-6.9276,8,1.905,Java Sea
1621,20241112,1115,103.5638,2.0758,10,14.193,Malacca Strait
1622,20241109,0549,135.2716,-6.2036,1,43.242,Arafura Sea
1623,20240328,1521,122.7035,2.5199,8,17.914,Celebes Sea
1624,20240627,0946,123.0258,3.7954,1,4.976,Celebes Sea
1625,20240707,0831,102.4872,2.9184,8,17.854,Malacca Strait
1626,20240311,0037,116.062,1.5286,1,15.871,South China Sea
1627,20240918,0544,122.2115,-0.2228,1,4.259,Celebes Sea
1628,20241113,0821,112.9817,-4.2559,1,26.875,Java Sea
1629,20241227,0905,103.685,1.3109,2,16.53,Malacca Strait
1630,20240322,0814,113.7829,-6.2623,1,41.746,Java Sea
1631,20241126,0618,98.9628,-7.8708,1,12.562,Indian Ocean
1632,20240718,1712,112.2855,-4.4862,10,20.91,Java Sea
1633,20240724,0823,113.2281,0.7635,3,40.27,South China Sea
1634,20240411,1744,110.5916,-4.2998,1,7.157,Java Sea
1635,20240919,0458,116.8763,-1.5186,1,39.319,South China Sea
1636,20241008,2344,121.3787,-0.1191,1,32.426,Celebes Sea
1637,20241027,0128,123.9254,0.7917,1,25.108,Celebes Sea
1638,20240915,1757,103.8127,1.514,2,17.706,Malacca Strait
1639,20240224,0857,109.3309,1.092,2,36.524,South China Sea
1640,20240313,0619,136.4357,-6.1831,2,27.151,Arafura Sea
1641,20240914,0443,135.3137,-6.7206,3,29.55,Arafura Sea
1642,20240619,0304,116.738,-2.6822,3,30.886,South China Sea
1643,20240420,0501,122.6519,2.3953,8,32.646,Celebes Sea
1644,20240719,2224,100.478,1.2673,8,40.343,Malacca Strait
1645,20240304,0945,101.8976,3.5418,1,21.803,Malacca Strait
1646,20240408,1140,108.6351,-6.2185,10,4.538,Java Sea
1647,20241002,1723,100.3761,1.7733,1,5.227,Malacca Strait
1648,20240613,0957,114.8959,-6.9623,1,28.62,Java Sea
1649,20241120,1513,100.2776,1.5172,1,48.801,Malacca Strait
1650,20240619,0545,112.7823,-6.536,8,42.376,Java Sea
1651,20240801,1934,136.5513,-5.7426,1,44.468,Arafura Sea
1652,20240504,1137,133.842,-5.263,2,26.165,Arafura Sea
1653,20241011,1435,100.9812,-5.9825,8,41.673,Indian Ocean
1654,20240211,0715,139.6081,-6.3252,1,48.039,Arafura Sea
1655,20240116,2153,103.1762,1.1248,3,29.761,Malacca Strait
1656,20240919,1833,108.8186,0.9288,3,20.012,South China Sea
1657,20240825,0640,120.0047,-0.0781,1,21.603,Celebes Sea
1658,20240211,1724,100.3296,1.0715,1,15.642,Malacca Strait
